,0
2896,US9136981-0
2897,US10983691-1
2898,US9379850-0
2899,USD304751-0
2900,US5559164-0
2901,US10272684-2
2902,US4266861-0
2903,US10656646-0
2904,US10619370-0
2905,US5623644-0
2906,US6570016-0
2907,US6380564-0
2908,US8141351-0
2909,US11425943-0
2910,US10310352-0
2911,US4059023-0
2912,US6113821-0
2913,US9204490-0
2914,USPP30241-0
2915,US8529960-0
2916,US5081284-0
2917,US11392473-0
2918,US8329576-0
2919,US5208455-0
2920,US3970437-0
2921,US4255899-0
2922,US5342091-0
2923,US7408666-0
2924,US10370430-0
2925,US4555768-0
2926,US7505359-0
2927,US5961602-0
2928,US8631558-0
2929,US5733308-0
2930,US8920250-0
2931,US9892085-0
2932,US9682397-0
2933,US6429553-0
2934,US11350026-0
2935,US4553387-0
2936,US9400137-0
2937,US9409252-0
2938,US8593337-0
2939,US4055585-1
2940,US3973992-0
2941,US9178480-0
2942,US11027532-0
2943,US8505033-0
2944,US10718298-0
2945,US6071539-0
2946,US7579303-0
2947,US7624383-0
2948,US10838336-0
2949,US9872404-1
2950,US8402797-0
2951,US4882899-0
2952,US6307159-0
2953,US4102423-0
2954,US8032161-0
2955,US6084141-0
2956,US5235819-0
2957,US9410281-0
2958,US4641524-0
2959,US9283844-0
2960,US6224149-0
2961,USD294232-0
2962,US7446907-0
2963,US7118552-0
2964,US5207781-0
2965,US9386981-0
2966,US7920700-0
2967,US11241754-0
2968,US7702657-0
2969,US9168337-0
2970,US8508559-0
2971,US10461115-0
2972,US5795365-0
2973,US9584123-0
2974,US7767135-0
2975,US7601207-0
2976,US8115545-0
2977,US4607830-0
2978,US5078880-0
2979,US5631823-0
2980,US10296349-0
2981,US4046497-0
2982,US11169380-0
2983,US8201949-0
2984,US9143071-0
2985,US7404266-0
2986,US8390575-1
2987,US9941158-0
2988,US9832563-0
2989,US7417376-0
2990,US10174669-0
2991,US6650308-0
2992,US10867971-0
2993,US10160405-0
2994,US6284716-0
2995,US6823599-0
2996,US5242451-0
2997,US4809901-0
2998,US10195070-0
2999,US4503122-0
3000,US4922443-0
3001,US7626191-0
3002,US9670502-0
3003,US9187473-0
3004,US6688271-0
3005,US5112649-0
3006,US4987555-0
3007,US4599714-0
3008,US9405391-0
3009,US6893722-0
3010,US8252845-1
3011,US8570639-1
3012,US9549306-0
3013,US9220658-0
3014,US8216108-0
3015,US10610910-0
3016,US5888780-0
3017,US6720139-0
3018,US10885244-0
3019,US4914183-0
3020,US4531876-0
3021,US9300379-0
3022,US9760140-0
3023,US5232624-0
3024,US6233181-0
3025,USD674565-0
3026,US8915578-0
3027,US9472041-0
3028,USD417519-0
3029,US9706408-0
3030,US4274701-0
3031,USD894767-0
3032,US9904308-0
3033,US5877087-0
3034,US10741264-0
3035,US4979677-0
3036,US7773479-0
3037,US11233061-1
3038,US6424360-0
3039,US5791122-0
3040,US9350752-0
3041,US6008199-0
3042,USD267744-0
3043,US10600593-0
3044,US6654563-0
3045,US10754704-0
3046,US6848985-0
3047,US7188260-0
3048,US10597091-0
3049,US6691773-0
3050,US9641190-0
3051,US7768966-0
3052,US6303535-0
3053,US9151418-0
3054,US7827853-0
3055,US6767943-0
3056,US5089262-0
3057,US8266420-0
3058,US6839735-0
3059,US8876966-0
3060,US8266833-1
3061,US4750009-0
3062,US6413222-0
3063,US7140762-0
3064,USD503741-0
3065,US4508628-0
3066,US11281399-0
3067,US8969658-0
3068,US10073635-0
3069,US8534439-0
3070,US9146655-0
3071,USD598773-0
3072,US5199025-0
3073,US4043900-0
3074,US8318898-0
3075,US10661108-0
3076,US7675074-0
3077,US9728021-0
3078,US9467002-0
3079,US9820937-0
3080,US5030171-0
3081,US11135551-0
3082,US8642279-0
3083,US8343829-0
3084,US10634882-0
3085,US7827628-0
3086,US7989807-0
3087,US5776936-0
3088,US7030709-0
3089,US5521238-0
3090,USD906699-0
3091,USD910692-0
3092,US9622234-0
3093,US11241306-0
3094,US8465788-0
3095,USRE34085-0
3096,US4673149-0
3097,US7741012-0
3098,US9663157-0
3099,US4908548-1
3100,US10257697-0
3101,US7046090-0
3102,US7113364-0
3103,US10963110-0
3104,US6335341-0
3105,US5547362-0
3106,US8665632-0
3107,US10015893-0
3108,US10696571-0
3109,US9321331-0
3110,US5798102-0
3111,US9059741-0
3112,USD568971-0
3113,US10725649-0
3114,USD406233-0
3115,US5160579-0
3116,US8917752-0
3117,US7652343-0
3118,US8208824-0
3119,US6701250-0
3120,US9002777-0
3121,US10683797-0
3122,US11394864-0
3123,US10347125-0
3124,US7358279-0
3125,US6299226-0
3126,US9700799-0
3127,US8876229-0
3128,US9695993-0
3129,US5302276-0
3130,US6386439-0
3131,US7968355-0
3132,US9602662-0
3133,US8506970-0
3134,US10206927-0
3135,US8156711-0
3136,US7766605-0
3137,US6447784-0
3138,USPP34073-0
3139,US8791443-0
3140,US9299126-0
3141,US8737728-0
3142,US7303182-0
3143,US5214257-0
3144,US8356959-0
3145,US4814808-0
3146,US4762407-0
3147,US9457126-0
3148,US11186875-1
3149,US9828578-0
3150,US8782755-0
3151,US8748448-0
3152,USD270539-0
3153,US6385430-0
3154,US5245108-0
3155,US9387139-0
3156,US7995164-0
3157,US8397658-0
3158,US6288227-0
3159,US8013751-0
3160,US5175274-0
3161,USD481129-0
3162,US9641769-0
3163,US10335229-0
3164,USD838043-0
3165,US5945009-0
3166,US9332447-0
3167,US6659330-0
3168,USD353794-0
3169,US10046998-0
3170,US4059940-0
3171,USD671636-0
3172,US6845975-0
3173,US10688713-0
3174,USD864103-0
3175,US7227765-1
3176,US7414251-0
3177,US8487748-0
3178,US9238128-0
3179,US9723422-0
3180,US10992567-0
3181,US9600457-0
3182,US4585722-0
3183,US6727579-0
3184,US7133167-1
3185,US7965458-0
3186,US6583047-0
3187,US7904439-0
3188,US6782890-0
3189,US7178979-0
3190,US4331263-0
3191,US6427601-0
3192,US5913641-0
3193,US5978956-0
3194,US6851870-0
3195,US8644223-0
3196,US10695107-0
3197,US3973388-0
3198,US5170629-0
3199,US8280827-0
3200,US9060582-1
3201,US10547260-0
3202,US8801145-0
3203,US6632890-0
3204,US5645324-0
3205,US7922087-0
3206,US11073936-0
3207,US7939356-0
3208,US9641804-0
3209,US11330229-1
3210,US8016113-0
3211,US4757045-0
3212,US9071103-0
3213,US4780564-0
3214,US6087283-0
3215,US8913165-0
3216,US6596209-0
3217,USD343313-0
3218,US9251464-0
3219,US8290625-0
3220,USRE42796-0
3221,US4817671-0
3222,US5758763-0
3223,US11158228-0
3224,US7559517-0
3225,US6025426-0
3226,US10420985-0
3227,USD344858-0
3228,US7460259-0
3229,US6670160-0
3230,US7994610-0
3231,US4097139-0
3232,US6313022-0
3233,US5209424-0
3234,USD923292-0
3235,US4583189-0
3236,US6875508-0
3237,US7998048-0
3238,US5931276-0
3239,US10406552-0
3240,USD553070-0
3241,US3985970-0
3242,US9200787-0
3243,US8086998-0
3244,USD534965-0
3245,US7253945-0
3246,US6978428-0
3247,US7675401-0
3248,US7688623-0
3249,US4775520-0
3250,US11056713-0
3251,US8603075-0
3252,US7561208-0
3253,US8419915-0
3254,US11440226-1
3255,USD949158-0
3256,US9212996-0
3257,US4274452-0
3258,US4764594-0
3259,US7369032-0
3260,USD767289-0
3261,US4596296-0
3262,USD953353-0
3263,US9511645-0
3264,US10105459-0
3265,US10637008-0
3266,US10333226-0
3267,US10112938-0
3268,US8727006-0
3269,US10712233-0
3270,US7481521-0
3271,US10254474-0
3272,US8863869-0
3273,US6414716-0
3274,US7817093-0
3275,USD400566-0
3276,USD758126-0
3277,US10874891-0
3278,US8020137-0
3279,US6011585-0
3280,US7921855-0
3281,US7551050-0
3282,US6668345-0
3283,US9532791-0
3284,US10686154-0
3285,US7610120-0
3286,US10663714-0
3287,US5708870-0
3288,US10456354-0
3289,US7452353-0
3290,US4908825-0
3291,US7401107-0
3292,US6061909-0
3293,US8434755-0
3294,US7164747-0
3295,US5274234-0
3296,US5642456-0
3297,US10284587-0
3298,US10533306-0
3299,US7921237-0
3300,USD805087-0
3301,US9018287-0
3302,US10079074-0
3303,US6262945-0
3304,US10380446-0
3305,US6736148-0
3306,US8375848-0
3307,US7521742-0
3308,US8059101-0
3309,US10163389-0
3310,US9655201-0
3311,US9577529-0
3312,USD463852-0
3313,US8831554-0
3314,US9399309-0
3315,US11269488-0
3316,US10414299-0
3317,US4155119-0
3318,US6707731-0
3319,US7281875-0
3320,US5094470-0
3321,US8092248-0
3322,US8552033-0
3323,US10918014-0
3324,US8775934-0
3325,US8048021-0
3326,US9662171-0
3327,US7716312-0
3328,US11025435-0
3329,US7731122-0
3330,US10009711-0
3331,US8577964-0
3332,US4757606-0
3333,US7701537-0
3334,US5870316-0
3335,US9120214-0
3336,US4683518-0
3337,US8116198-0
3338,US8091166-0
3339,US10778606-0
3340,US7239118-0
3341,US4779627-0
3342,US7431950-0
3343,US9796618-0
3344,USD419052-0
3345,US6884907-0
3346,US9992697-0
3347,US4620511-0
3348,US8675369-0
3349,US9308470-0
3350,US9703049-0
3351,US4363973-0
3352,US6968186-0
3353,US9881007-0
3354,USD717132-0
3355,US11044978-0
3356,US9051461-0
3357,US8365885-0
3358,USD803795-0
3359,US9886283-0
3360,US9824796-0
3361,US4465426-0
3362,US5910386-0
3363,US11333481-0
3364,US7529278-0
3365,US11014497-0
3366,US5388103-0
3367,US6070339-0
3368,US10890154-0
3369,US6246414-0
3370,US8295686-0
3371,US10440324-0
3372,US8793352-0
3373,US9183985-0
3374,US4731194-0
3375,US7846323-0
3376,USD880120-0
3377,US5134465-0
3378,US9286727-0
3379,US8486951-0
3380,US5377800-0
3381,USD333982-0
3382,US7891793-0
3383,US8665622-0
3384,US7922647-0
3385,US5589967-0
3386,US8771995-0
3387,US10298091-0
3388,US4632039-0
3389,US5999291-0
3390,US9168895-0
3391,US9810685-0
3392,US10547054-0
3393,US9398362-0
3394,US6331060-0
3395,US6614690-0
3396,US4342837-0
3397,US5089788-0
3398,US7870650-0
3399,US7940160-0
3400,US6122446-0
3401,US4244290-0
3402,US10078893-0
3403,US5761488-0
3404,US4224897-0
3405,US5388001-0
3406,US4333494-0
3407,US8634471-0
3408,US7986975-0
3409,USD891801-0
3410,US10573430-0
3411,US4028724-0
3412,US6401303-0
3413,US9925809-0
3414,US8304021-0
3415,US11105549-0
3416,US8236313-0
3417,US5672465-0
3418,USD439172-0
3419,US9527047-0
3420,US11129672-0
3421,US3950688-0
3422,US10514158-0
3423,US9700856-0
3424,US5564337-1
3425,US7280080-0
3426,US9922156-0
3427,USD451042-0
3428,US7662834-0
3429,US5902668-0
3430,USD725616-0
3431,US5872081-0
3432,US11373125-0
3433,US9436361-0
3434,US7602246-0
3435,US5615693-0
3436,US7808418-0
3437,US9970128-0
3438,US5134520-0
3439,US6460089-0
3440,US10248281-0
3441,US5044839-0
3442,USD557177-0
3443,US6068859-0
3444,US6911088-0
3445,US5603655-0
3446,US6762394-0
3447,US5290823-0
3448,US11413726-0
3449,US6290768-0
3450,US6090618-0
3451,US9283755-0
3452,US7710441-0
3453,US10194607-0
3454,US5198631-0
3455,US5210846-0
3456,US7281497-1
3457,US10702969-0
3458,US4302839-0
3459,US6509202-0
3460,US4153419-0
3461,US6578554-0
3462,US5696599-0
3463,US6889187-0
3464,US4559014-0
3465,US5404877-0
3466,US9559034-0
3467,US10342645-0
3468,US4212369-0
3469,US10175208-0
3470,US7381016-0
3471,US6240870-0
3472,USD640314-0
3473,US7883636-0
3474,US10558310-0
3475,US7470588-0
3476,US10059976-0
3477,US6997900-0
3478,US9583081-0
3479,US10456458-0
3480,US11040343-0
3481,US8630602-0
3482,US4751994-0
3483,US9706398-0
3484,US7211177-1
3485,US10967999-0
3486,US5224504-0
3487,US6777242-0
3488,US9923397-0
3489,US9705581-0
3490,US4438203-0
3491,USD540316-0
3492,US4575627-0
3493,US9922699-0
3494,US6539466-0
3495,USD790440-0
3496,US10933692-0
3497,US5408881-0
3498,US8617002-0
3499,US11374095-0
3500,US6623248-0
3501,US9310662-0
3502,US5278125-0
3503,US8313893-0
3504,US7160649-0
3505,US9949500-0
3506,US10322731-0
3507,US5720532-0
3508,US9923120-0
3509,US5908489-0
3510,USD953509-0
3511,US11416585-0
3512,US7711494-0
3513,USD347214-0
3514,US8213156-0
3515,US6186105-0
3516,US7600643-0
3517,US10396209-0
3518,US7641059-0
3519,US9168291-1
3520,US4335453-0
3521,US5144366-0
3522,US8595811-0
3523,USD471480-0
3524,US8428857-0
3525,US5282208-0
3526,US7705269-0
3527,US10043280-0
3528,US5294068-0
3529,US7848486-0
3530,US10095074-0
3531,US5805681-0
3532,US4538528-0
3533,US6432661-0
3534,US11029125-0
3535,US8924125-0
3536,US9844133-0
3537,US11058392-0
3538,US8211053-0
3539,US7917360-0
3540,US6266482-0
3541,US10523558-0
3542,US4502653-0
3543,US4531101-0
3544,US6265855-0
3545,US5597572-0
3546,USD685583-0
3547,US5967137-1
3548,US5750682-0
3549,US4550976-0
3550,US6493321-0
3551,US11243336-0
3552,US4085817-0
3553,US6632037-0
3554,US8188454-0
3555,US10224413-0
3556,US8514747-0
3557,USD271594-0
3558,US11439148-0
3559,US4073790-0
3560,US7394796-0
3561,US10499493-0
3562,US8674749-0
3563,US5754468-0
3564,US10147459-0
3565,US4664256-0
3566,US4551546-0
3567,US5275391-0
3568,USD905464-0
3569,US9452405-4
3570,US4574353-0
3571,US5399809-0
3572,US5660603-0
3573,US4010237-0
3574,US7297711-0
3575,US10485982-0
3576,US6445262-0
3577,USD482884-0
3578,US6785463-0
3579,US10457463-0
3580,US10958073-0
3581,US6130728-0
3582,US5536636-0
3583,USD628275-0
3584,US3966816-0
3585,US10753661-0
3586,US7154873-0
3587,US9310594-0
3588,USD520997-0
3589,US6981350-0
3590,US5793434-0
3591,US6617191-0
3592,US7748512-0
3593,USD799581-0
3594,US4074392-0
3595,US9354569-0
3596,US4027829-0
3597,US6504506-0
3598,US6870647-0
3599,US10115313-0
3600,US6419758-0
3601,US7937715-0
3602,US4939511-0
3603,US10580215-0
3604,US9587540-0
3605,US4265640-0
3606,US3992519-0
3607,US8305468-0
3608,US8947062-0
3609,US7157986-0
3610,US5800504-0
3611,US3967082-0
3612,US5718234-0
3613,US7696771-0
3614,US8202296-0
3615,US8391139-0
3616,US6000059-0
3617,US10883085-0
3618,US10098476-0
3619,US9220288-0
3620,US4989259-0
3621,US7603643-0
3622,US10296252-0
3623,US6722537-0
3624,USD890208-0
3625,US8818375-0
3626,US9000560-0
3627,US4337128-2
3628,US6920364-0
3629,USD299059-0
3630,US9755078-0
3631,US4987022-1
3632,US10028914-0
3633,US9047178-0
3634,US6478983-0
3635,US6466122-0
3636,US11256598-0
3637,US5869203-0
3638,US8662308-0
3639,US9598763-0
3640,US8230331-0
3641,USD745369-0
3642,US7069907-0
3643,US9465900-0
3644,US8864701-0
3645,US7172920-0
3646,US9438143-0
3647,US7349119-0
3648,USD332248-0
3649,US7599502-0
3650,US9322407-0
3651,USD964304-0
3652,US7911311-0
3653,US4789678-0
3654,US7381985-0
3655,US9652956-0
3656,US9112223-0
3657,US4562096-0
3658,US9971658-0
3659,US7818755-0
3660,US9354742-0
3661,US11095132-0
3662,US3931876-0
3663,US4177471-0
3664,US6157484-0
3665,US7978590-0
3666,US5497553-0
3667,US8884930-0
3668,US8153799-0
3669,US9284278-0
3670,USD279528-0
3671,US9703204-0
3672,US10395796-1
3673,US7749112-0
3674,US8474922-0
3675,US6920152-0
3676,US7922052-0
3677,US7895915-0
3678,US10638898-0
3679,US6642220-0
3680,US8370326-0
3681,US9726775-0
3682,US9603801-0
3683,US9517409-0
3684,US5688662-0
3685,US10154440-0
3686,US6237636-0
3687,US10529660-0
3688,USD730549-0
3689,US9654393-0
3690,USD897940-0
3691,US10191830-0
3692,US9727385-0
3693,USD701905-0
3694,US9971903-0
3695,US11371446-1
3696,USD267706-0
3697,US10421923-0
3698,US10270956-0
3699,US7745134-2
3700,US8466703-0
3701,US8960430-0
3702,US5055320-0
3703,US7721405-0
3704,US6690979-0
3705,US4386854-0
3706,USD429608-0
3707,US8467081-0
3708,US8397603-0
3709,US8482387-0
3710,US5885347-0
3711,US8077673-0
3712,US7505150-0
3713,US8212007-0
3714,US8963637-0
3715,US6732859-0
3716,US11347623-0
3717,US5748989-0
3718,US4215774-0
3719,US7343289-0
3720,US5851366-0
3721,US8467827-0
3722,US9374025-0
3723,USD934764-0
3724,US4599244-0
3725,US8689482-0
3726,US4697097-0
3727,USD532339-0
3728,US5710757-0
3729,US4122242-0
3730,US7518540-0
3731,US10353732-0
3732,US7862106-0
3733,US5728210-0
3734,US10420481-0
3735,US4491075-0
3736,US9665805-1
3737,USD509216-0
3738,US5886496-0
3739,US6668230-0
3740,US6350402-0
3741,US4636602-0
3742,US7141284-0
3743,US9085691-0
3744,US7208942-0
3745,USD632278-0
3746,USD319615-0
3747,US8128429-0
3748,US7788654-0
3749,US7401097-0
3750,US5747764-0
3751,US7199921-0
3752,US5794585-0
3753,US4326794-0
3754,US8426422-0
3755,US10973988-0
3756,US6391097-1
3757,US10141324-0
3758,US5198857-0
3759,US8665483-0
3760,US11304241-4
3761,US10947191-0
3762,US4559959-0
3763,USD617182-0
3764,US5672600-0
3765,US9493644-0
3766,US4618835-0
3767,US4542260-0
3768,US4303038-0
3769,US4316664-0
3770,US7655972-0
3771,US11277646-0
3772,US9254795-0
3773,US4869417-0
3774,US8917714-0
3775,US9995747-0
3776,US10425413-0
3777,US10112988-0
3778,US10807362-0
3779,US9850132-0
3780,US10474876-0
3781,US9513891-0
3782,US8032146-0
3783,US6533620-0
3784,US9123471-0
3785,US8271998-0
3786,US7362167-0
3787,US7695146-0
3788,US11155764-0
3789,US6173458-0
3790,US6682911-0
3791,US5158015-0
3792,US3936651-0
3793,US8667922-0
3794,US6681278-0
3795,US7199344-0
3796,USD854353-0
3797,US4800014-0
3798,US7861125-0
3799,USD646630-0
3800,US5348062-0
3801,US5458950-0
3802,US8318903-0
3803,US5476145-0
3804,USD917221-0
3805,US6817840-0
3806,US7933711-0
3807,US6049974-0
3808,US10829020-0
3809,US4110839-0
3810,US9272665-0
3811,US8838589-0
3812,US10061441-0
3813,US8766669-0
3814,US8250743-0
3815,US8161750-0
3816,US6129056-0
3817,US8336223-0
3818,US5597128-0
3819,USD744086-0
3820,US9670954-0
3821,US8091388-0
3822,US4505263-0
3823,US11242422-0
3824,US4492012-0
3825,US10726933-0
3826,US7005618-0
3827,US5263847-0
3828,US7832899-1
3829,US11254599-0
3830,US8467117-0
3831,US8817725-0
3832,US6798676-0
3833,US8887485-0
3834,US4019897-0
3835,US4637508-0
3836,US10996810-0
3837,US10480324-0
3838,US10670744-0
3839,US6440250-0
3840,US9254744-0
3841,US6331061-0
3842,US7975918-0
3843,USD342737-0
3844,US5892680-0
3845,US6843619-0
3846,US10073989-0
3847,US9856146-0
3848,US7040154-0
3849,US9536167-0
3850,US10035399-0
3851,US6921903-0
3852,US9589658-0
3853,US5285193-0
3854,USD666178-0
3855,US10027940-0
3856,US7463494-0
3857,US7759457-0
3858,US4186291-0
3859,US8653451-0
3860,US4835343-0
3861,US8069075-0
3862,US4181184-0
3863,US8694934-0
3864,US7434677-0
3865,US6893521-0
3866,US9403269-0
3867,US7069429-0
3868,US8063701-0
3869,US6895836-0
3870,US9561326-0
3871,US7208899-0
3872,USD373952-0
3873,US6230456-0
3874,US8102215-0
3875,US4447214-0
3876,US5327305-0
3877,US9193224-0
3878,US6410572-0
3879,US4318598-0
3880,US4612019-0
3881,US6944477-0
3882,US5922187-0
3883,US6127518-0
3884,US7296155-0
3885,US9566381-0
3886,US8618925-0
3887,US6679839-0
3888,US9911487-0
3889,US10252692-0
3890,US7153997-0
3891,US5235989-0
3892,US7100387-0
3893,US4901996-0
3894,US6093146-0
3895,US8832885-0
3896,US7248149-1
3897,US8060176-0
3898,US6958895-0
3899,US5747398-0
3900,US10511169-0
3901,US11347302-0
3902,US9536082-0
3903,US5753833-0
3904,USD764948-0
3905,US7604736-0
3906,US10888677-0
3907,US6973122-0
3908,USD633158-0
3909,US4126647-0
3910,US11398318-0
3911,US9061191-0
3912,US9839514-0
3913,US7220525-0
3914,US8989576-1
3915,US9854567-0
3916,US7086160-0
3917,US9691679-0
3918,US6795923-0
3919,US8911553-0
3920,US7842000-0
3921,US9922014-0
3922,US4874664-1
3923,US5124318-0
3924,US10186305-0
3925,US4748497-0
3926,US4834784-0
3927,US8324707-0
3928,US10819359-0
3929,US4901414-0
3930,USD305204-0
3931,US8087372-0
3932,US5984447-0
3933,US7978366-0
3934,US5886545-0
3935,US5485021-0
3936,US8350522-0
3937,US8441759-0
3938,USD884636-0
3939,US10391714-0
3940,US10884212-0
3941,US5798006-0
3942,US7005497-0
3943,US11298789-0
3944,US11300038-0
3945,US9775745-0
3946,US7852138-0
3947,US5032008-0
3948,US10055440-0
3949,US7116744-0
3950,US8837269-0
3951,US7944535-0
3952,US8605488-0
3953,US4144853-0
3954,US8095934-0
3955,US8605348-0
3956,US10922366-0
3957,US10322133-0
3958,US7811751-0
3959,US8678555-0
3960,US10197783-0
3961,US9914796-0
3962,US4365094-0
3963,US6433287-0
3964,US6519991-0
3965,US6885876-0
3966,USD504322-0
3967,US9370744-0
3968,US8806267-0
3969,US10717421-0
3970,USD635936-0
3971,US8254618-0
3972,US9980488-0
3973,US8540785-1
3974,US7029936-0
3975,US4569006-0
3976,US9993548-0
3977,US4695843-0
3978,US4316341-0
3979,USD605743-0
3980,US9817035-0
3981,US7225326-0
3982,USD270229-0
3983,US4627447-0
3984,USD603055-0
3985,US7587332-0
3986,US9826947-0
3987,US7999144-0
3988,US7223787-0
3989,US10645577-0
3990,US9755629-0
3991,US5529683-0
3992,US10477165-0
3993,US10375546-0
3994,US8045556-0
3995,US4123611-0
3996,US9172522-0
3997,US9116182-0
3998,US6535166-0
3999,US4043691-0
4000,US9116538-0
4001,US11199237-0
4002,USD269526-0
4003,US6272549-0
4004,US10155302-0
4005,USD828642-0
4006,US7712024-0
4007,US5555210-1
4008,US4716417-0
4009,US4623391-0
4010,US10142313-0
4011,US4908571-0
4012,US7664553-0
4013,US7326408-0
4014,US8054437-0
4015,US7093927-0
4016,US7881698-0
4017,US6698151-0
4018,US8104270-0
4019,US6178844-0
4020,US8157725-0
4021,US7231175-0
4022,US7965777-0
4023,US8843256-0
4024,US7374798-0
4025,US4519975-0
4026,US5139449-0
4027,US10079695-0
4028,US11003795-0
4029,US11032760-0
4030,US10739845-0
4031,US8484439-0
4032,US4131352-0
4033,USD962886-1
4034,US7391698-0
4035,US10760432-0
4036,US6133582-0
4037,US10020502-0
4038,US9027180-0
4039,USD785113-0
4040,US6516374-0
4041,US5925674-0
4042,US8750523-0
4043,US7399392-0
4044,US7138716-0
4045,US10973283-0
4046,US8415452-0
4047,US10251539-0
4048,US6275047-0
4049,USD288143-0
4050,USD580863-0
4051,US10955488-0
4052,US10338075-0
4053,US8731112-0
4054,US10766350-0
4055,US10215322-0
4056,US5281224-0
4057,US11434513-0
4058,US5291984-0
4059,US10903817-0
4060,US6950634-0
4061,USD901451-0
4062,USD465258-0
4063,US5282300-0
4064,US10693343-0
4065,USD682628-0
4066,US10839249-0
4067,US4691512-0
4068,US11330976-0
4069,US9223116-0
4070,US4591450-0
4071,US8133390-0
4072,US10385987-0
4073,US5686116-0
4074,US9509370-0
4075,US4412547-0
4076,US5435660-0
4077,US9973613-0
4078,US7974018-0
4079,USD903428-0
4080,US8241326-0
4081,US4984695-0
4082,US5652779-0
4083,US7119367-0
4084,US7575501-0
4085,US6694904-0
4086,US6151915-0
4087,US8837144-0
4088,US8883172-0
4089,US8904313-0
4090,USD815871-0
4091,US10581585-0
4092,US5956384-0
4093,US8249762-0
4094,US10235549-0
4095,US5898207-0
4096,US9002824-0
4097,US8546343-0
4098,US6009667-0
4099,US10326118-1
4100,US8467120-0
4101,USPP13819-0
4102,US7082366-0
4103,US7326523-0
4104,US4259720-0
4105,US11090809-0
4106,US7311545-0
4107,US5892785-0
4108,US10910659-0
4109,US5216261-0
4110,USD305500-0
4111,US7311505-0
4112,US6206649-0
4113,US6687461-0
4114,US6119471-0
4115,US5074476-1
4116,US8737749-0
4117,US5614667-0
4118,US4202557-0
4119,US4094032-0
4120,US10001356-0
4121,US5212067-0
4122,US10039062-0
4123,US10841802-0
4124,US8902641-0
4125,US10196695-0
4126,US7016086-0
4127,US7301725-0
4128,US10338850-0
4129,US4278655-0
4130,US5164747-0
4131,US3993326-0
4132,US11179746-0
4133,US6897693-0
4134,US11085810-0
4135,US9858919-0
4136,US9349998-0
4137,US5408264-0
4138,US7060281-1
4139,US9023560-0
4140,US6828129-0
4141,US4932727-0
4142,US7576967-0
4143,US4302086-0
4144,US10065792-0
4145,US8007286-0
4146,US10584345-0
4147,US5733376-0
4148,US5061678-0
4149,US9546607-0
4150,US6273053-0
4151,US10766875-1
4152,US10379990-0
4153,US10809131-0
4154,US4558668-0
4155,US7304643-0
4156,USD406023-0
4157,US6755840-0
4158,US7848053-0
4159,US4810226-0
4160,US10382164-0
4161,US6590572-0
4162,US8933802-0
4163,US10009468-0
4164,US7717018-0
4165,US7981483-0
4166,US9978083-0
4167,USD494995-0
4168,US10893328-0
4169,US4161574-0
4170,US10411671-0
4171,US6210227-0
4172,US9947362-0
4173,US8321399-0
4174,US10936699-0
4175,US6646492-0
4176,US9875772-0
4177,US7325621-0
4178,US9118837-0
4179,US7680142-0
4180,US7260604-0
4181,US4358697-0
4182,US6768838-0
4183,US8902582-0
4184,US4185440-0
4185,US8023777-0
4186,US8036318-0
4187,US9207553-0
4188,US7541116-0
4189,US5232481-0
4190,US8654821-0
4191,US10138163-0
4192,US5845533-0
4193,US10860125-0
4194,US11185080-0
4195,US10639264-0
4196,USD457531-0
4197,US11099087-1
4198,US7443810-0
4199,US7216648-0
4200,US9887184-0
4201,US7841233-0
4202,US9123627-0
4203,USD662620-0
4204,USD409014-0
4205,US8753310-0
4206,US8298200-0
4207,US10084817-0
4208,US11448970-0
4209,USD809069-0
4210,US9640732-0
4211,US7407323-0
4212,US4209528-0
4213,US8412746-0
4214,US4431586-0
4215,US4220590-0
4216,US7213816-0
4217,USD583270-0
4218,US8384077-0
4219,US9390279-0
4220,US8018332-0
4221,US4334943-0
4222,USD484965-0
4223,US7016403-0
4224,US4948501-0
4225,US10572580-0
4226,US8721430-0
4227,US7766478-0
4228,US5100936-0
4229,US10329037-0
4230,US9576961-0
4231,USD323617-0
4232,US11422900-0
4233,US10368708-0
4234,US4385384-0
4235,US4546882-0
4236,USD325291-1
4237,US11371458-0
4238,US7531099-0
4239,US10035887-0
4240,US10781216-0
4241,US7833739-0
4242,US5709096-0
4243,US10246394-0
4244,US11350719-0
4245,US10995521-0
4246,US11162447-1
4247,US10588640-0
4248,US9312742-0
4249,US6518357-0
4250,US7365558-0
4251,US3964398-0
4252,US6520588-0
4253,US6786289-0
4254,US4415884-0
4255,US10542099-0
4256,US5278346-0
4257,US11233778-0
4258,US6998688-0
4259,US9379690-0
4260,US9725300-0
4261,US5889533-0
4262,USD581303-0
4263,US7833691-0
4264,US5015777-0
4265,US11116451-0
4266,US5688359-0
4267,USPP12454-0
4268,US9725795-0
4269,US8831422-0
4270,US5497750-0
4271,US7032305-0
4272,US6534290-0
4273,US5614682-0
4274,US6324928-0
4275,US10326491-0
4276,USD892098-0
4277,US10091335-0
4278,US4341070-0
4279,US7654883-0
4280,US6548421-0
4281,US8499595-0
4282,US7811885-0
4283,US10046721-0
4284,US8715608-0
4285,US9855233-0
4286,US10227845-0
4287,US5104537-0
4288,US5531839-0
4289,US11168347-0
4290,US5006420-0
4291,US4089398-0
4292,US8364880-0
4293,US11277854-0
4294,US3932421-0
